Sentiment,Expression
4,"that damn house wants 3,000 more than we offered...ugh...may not be too out of reach though "
4,"200+ denyhosts emails in the mailbox this morning, perhaps I should put up a message saying the root user has ! in /etc/shadow ? "
4,"He feels what I have felt right now, can't sleep and need attention from somebody "
4,"In a horrible self fulfilling slump. Experts say they dont exist...wanna bet? Nevermind, I'd lose that too. Taking hiatus for a few days "
4,"@BostinBloke im very good thanks, just getting ready for work "
4,"Wow @sockington, I was unaware how popular u were/are 292,018 followers! "
4,"Hoping I can get some good sleep tonight... Poor baby, I still feel bad. A nice warm lavender bath made her feel good though  she's tough!"
4,"Beyonce was much better than Britney. She can sing, for starters! "
4,"@ddlovato and that kinda defeats the point of writing them. and if you like em you can follow me, i try to post at least one a day. "
4,"@najicaloves yeah, as long as there's still tickets! it's free "
4,"going to bed soon.  finally! i was talkin with one of my best friends, myla.  i haven't had good girl-talk in a LONG time!  fun-fun."
4,"loves having a lot of work that needs doing, this should keep me occupied for the next 2 days.  http://plurk.com/p/mzyb1"
4,"@bloodandmilk Neat!  Red Cross &amp; Red Crescent-Red Lion with Sun (that one was withdrawn--Unity, I stand with them. "
4,"@maxandcats hahaha, I'm sure most of it was planned like a whole dance company but there were some who did join in that looked unplanned. "
4,"Well, tomorow should be fun. I don't know why! But I'm tired. Goodnight kids "
4,":busy busy night -- folding laundry, packing, writing a paper...be back in Portland in 48 hours "
4,"wants someone to listen to love songs, and think of me "
4,"@asurana you're welcome, I haven't used aptana in &gt;6 months, let me know if you like it. "
4,"@DylzWexford: motorbikes are so much more fun than electric bikes.  we rode around the city on one yesterday, new summer activity i think."
4,"http://tinyurl.com/dcupoy if this commercial doesn't make you horny, i don't know what can! "
4,"@daNanner Night, darlin'!  Sweet dreams to you "
4,"Getting a nice break, excited about classes and this INCREDIBLE weather, but especially about this weekend  home! &lt;3"
4,"@bloodandmilk Neat!  Red Cross &amp; Red Crescent-Red Lion with Sun (that one was withdrawn)--Unity, I stand with them. "
4,"is very excited, SkyHD is coming today "
4,"@polaroidskyline they're right, you really should be famous. haha. "
4,"Night all, back for more tomorrow "
4,"5 games in a row this week. 1 down, 4 to go.  Can't wait!"
4,"oh, it is early. well, im about to take a bubble bath, with lots of bubbles. "
4,"Ugh @TreyDerbes now I have that song in my head! @spoonbender, trey offered us &quot;all access&quot; to his next dance party, sounds kinda sleazy? "
4,"@hansonmusic http://twitpic.com/2y0cg - Nice dishes Taylor and the table is set so nice, very formal. Looks like you had a great meal "
4,"@greggrunberg Acting! You did it wonderfully! Great ep!  &quot;Monster&quot; will be a fate worse than death for Danko, hopefully."
4,"would love to stress that her last status was directed towards her wonderful parents, not her amazing Twitter contacts! "
4,"Ta all for bombarding me with links to the HO story, 'tis old news &amp; I was in Chessington w kids  Onwards"
4,"Yesss, Chris's parents are going out of town on Friday till May. You know what that means... Rachel is moving temporarily "
4,"@sendchocolate Jsut visited you blog, can't see any noticeable changes yet, and it's time to get 'stuff' done, I'll check it later "
4,"'Seek the truth, and the truth will set you free...' damn powerful..  harder than it seems. but definitely worth it. "
4,"@JustDes Thank you  Hope it's not going the suck way today! (LOL!! Yes, I am aware that sounds soooo wrong!!)"
4,"@kidsgoape everyday  Tho now we share the reading, he read one page I read another (7yrs)"
4,"@tsarnick I know, i apologized to her "
4,"this night's to do list: clean, make wishlist, and sing to my musics. "
4,"@julesbianchi OMG, you participated in the Fusion Tour, looks so cool "
4,"@efng   &quot;Now, if we only had a wheelbarrow...&quot;  "
4,"@Fang04 i dont know how to tell u this, but ive found soemone else...jk "
4,"This is the coolest testament to Jonanthan - sitting here, deciding how we're going to change the world.   Big stuff not required.  "
4,"@pfspleen Not sure I have the party feet for Ibiza lol! Minorca might be nice though, I shall have a mooch  Ta."
4,"My cuckold actually had the nerve to pass out on me, so I'll be taking calls on Niteflirt in a few.  Probably till 4am-ish  "
4,"@romanxcandle but it's all in good fun me &amp; @jillalbano love you, clearly "
4,"@casual_intruder or how about a I Love Your Blog sign from Harold, that would be cool! "
4,"@iphoneDEVgirl Just curious, why did you suddenly jump on Twitter and then become so active so fast? Greetings from Berlin! "
4,"@klaris sa bagay, you eat pancakes with bacon naman. haha interesting.. i shall try it. "
4,"So glad to be back, and so glad to have a short week.  "
4,"About to dash again! This is what happens when you sleep all day, you HAVE to party all night. "
4,"@mileycyrus napping, i guess "
4,"@ryanmwilson hmmm,i'll try to help you come up with something "
4,"Het Tony, isn't you given forename &quot;Anthony&quot;? So that would make you no so cool.....right? TW "
4,"supposedly i should be a motel owner, to get an insurance for the same as per some call-center execs.... man i feel rich "
4,"@kelisha Ahh yes, I keep forgetting that my good taste in music is considered a disability amongst engineers.  "
4,"playin some good ol' source, stayin up late, and enjoying spring break "
4,"Lovely evening, long but productive night - I heart the Reality TV Awards  now sleep?"
4,"thanks for all the input @ncvbxfgf, @jogabenita,@valtan29, @joeaugustin, @lyrradnahc! keep them arguments coming! "
4,"@spotonpr Attending a PSFK conference is approx. $400, attending a Submit conference is $800. Reasonable? "
4,"@BlokesLib  hehehe NO, but I can relate to sloppy on these meds "
4,"@LuvDaMall yes, bleeding eyes definitely means time for bed LOL night night to you "
4,"ah...another day done...time for bed, gotta do it all over again tomorrow!  Night night ya'll!"
4,"@Malunis Ohh! Classics Armada. I'd want the Seekers in that series, or the minicons. "
4,"@TerryFree Yes unfortunately, but did have a day off yesterday and got another on Friday so its a 3 day week "
4,"@ElementsOfJazz Good question, had a bit of a rough day and physically not well but I'm hanging in there and still smiling "
4,"Hey check out my new blog, http://www.examiner.com/x-6143-Chicago-Enneagram-Examiner Learn about the Enneagram to land that great boss! "
4,"@baker_girl Hmmm, sounds like a real dilemma in the baker household "
4,"Another fun time that was worth staying up late on a work night for. Besides, Sushi and Disney's Gargoyles = all kinds of win. "
4,"So just started, just seeing what it's all about. "
4,"   man, oh man     (i should punch myself in the head, but im ok with that)"
4,"@jaredleto At the time, I was enjoying a beautiful warm evening in Studio City. "
4,"today was a good day, I love good daysss  wonder what tomorrow is gunna bring!"
4,"is eating frozen grapes, in an effort to fill in his desire of sorbet and BTW they taste amazing. @pogosaito got another bushel o bananas "
4,"@MistressDragon Ah it's ok, I couldn't think of a nicer way to be corrupted  #blib"
4,"@Hibernia1 *hugs*  No need to be sorry, if it helps to talk and get it out, go right ahead, I don't think that is whining at all "
4,"@Hetty4Christ yeah, no problem  yw means to me your welcome ;-)"
4,"we're growing grass this easter, what have you done?  go green, remember this is our one and only home "
4,"@jreneebuchholz I will have to try that sometime. I like Greek food..uh, well, I like most food. hehe "
4,"@danseto Roger that, sir! "
4,"@h4nn4hhh yes i am, i don't use just becuase &quot;Cyrus&quot; is a popular surname "
4,"@bumbers Even though this will be my 3rd SlingPlayer Mobile, but I am as excited as ever "
4,"hmm, I should be sleeping but I'm making some awesome CD mixes "
4,"@maxxiecat you joined twitter to make me happy  besides, my loving family is your family too and we communicate this way, LOL"
4,"@shemah hey Shem, I just watched the trailer of the Transformers 2 over at JPP, with Lucas and he was mesmerized! "
4,"@skinnylatte Hiya Chutney Mary, that is a fine avatar "
4,"@nicolerichie Yes i remember, it was an awesome band. Will you be reply "
4,"Horray!! I've been accepted into the Bazaar Bizarre Maker Faire 2009!! With 50% of accepted vendors being NEW to BazBiz, I am honored. "
4,"Better then what I thought, I can sleep now "
4,"Yay, Dr says my foot is fine!!!!! "
4,"@middleclassgirl makes it all feel worthwhile doesn't it?  though today, i stretched myself and handwrote headings on butcher's paper!! "
4,"About to jump in the shower. Washing away all the bad thoughts, and stepping out of the shower with positive thoughts. "
4,"@nicolerichie Yes i remember that band, It was Awesome, Will you please reply "
4,"@thebigfelafel Oh, just saw this reply, I guess ignore number 2 in my DM "
4,"I have soo much to share about Rossi, but I don't want to torture you all tweetin about an 11m old baby. "
4,"@realchrissystar Yes, we certainly will! "
4,"@lordshaper baited breath, huh?    I hope we can't maintain those expectations!  Shooting for an update this weekend.  keep u posted!"
4,"@ThomasGudgeon really! awesome  just downloaded a mp3 track, trying that...."
4,"@Kal_Penn Congratulation! But I will miss Kutner so much, I'm still in shock  and sad. And thank you for what you did on House! "
4,"@FoxWhisperer that's cute! If you find an LS4, that would be excellent "
4,"@Rachel_New  Well, I hope you have a good time, even if it is just coffee. "
4,"@GeneTheFotog  ya i'll be in hk for 3 months  but 21 is not big there. o well,so now u finally have 1 more frd u can hit the club w/ lol."
4,"@ElaineGiles LOL 3 is enough, mind its never off as it is on my second monitor "
4,"Over here in Germany we have no Crisis, WE ARE CRISIS   "
4,"I'm still at work pricing some items, finishing flyers and finalizing plans for the pajama jammie jam next Friday @ tha undaground. "
4,"Hi @DaveJMatthews ! Greeting from Poland, love your music "
4,"By the way, I almost forgot! There's an article about twitter in a maltese magazine "
4,"@idjd i LOVE the hills, it's very addicting. once you get into it, you're hooked. i suggest you start watching it "
4,"Really enjoying my DSi. Will update pics, profile, etc. tomorrow. Off to bed "
4,"@Pesamob i was in Kenya when i was 11 years old, one of the best holidays of my life! it was amazing! my hubby is South African "
4,"Hi @DaveJMatthews ! Greetings from Poland, love your music "
4,"Getting ready for BED. A Super long day ahead. Tax, Finance, Micro, FINALS! Ugh, how am I gonna survive! but hey, 4 months with my baby ? "
4,"@JPierce Yeah, Red Dwarf alone can keep one busy for days. "
4,"OK..only 2 more hours left...and nobody died or got shot tonight! phewww!!! good night's work, will rest easy on days off  yayyy"
4,"tea and the tonight show  .. say hello to john melendez, kevin eubanks, and the tonight show band!"
4,"OH, and thanks again to @cwelchtn and @chipdaves for walking to my car and listening to the Beatles with me  Love you guys."
4,"A three day week! Oh, if every working week was three days! "
4,"I just joined my first ever Battle over at BOTB, vote for me okay guys? "
4,"@musicthelev owww, mau donk diajarin... "
4,"@Tammzy I hate those shows, and everything they stand for. What a way to make ppl look ridiculous! 'cept Audrina, she's mine "
4,"@larry_david your material is inventive, intelligent and absolutely HILARIOUS --&gt; can't wait for the new season of Curb "
4,"Let me pre-empt the inevitable &quot;When a man is tired of GH he is tired of life&quot; comment by saying I'm just tired, in general "
