id,duration,codec,width,height,bitrate,framerate,i,p,b,frames,i_size,p_size,b_size,size,o_codec,o_bitrate,o_framerate,o_width,o_height,umem,utime
3AYz-PCa1aI,391.08,h264,640,480,230847,25.0,209,9569,0,9778,9023743,2261252,0,11284995,flv,539000,15.0,1280,720,219480,2.1519999999999997
2NuI-Bp5brA,80.536,h264,480,360,690041,29.0,43,2374,0,2417,618732,6327913,0,6946645,mpeg4,56000,24.0,1920,1080,219480,14.485
22uE-OUUBH8,43.827,flv,320,240,272273,25.0,23,1081,0,1104,137210,1354404,0,1491614,flv,56000,12.0,320,240,218932,0.496
2u-5-Io725E,426.945,h264,1280,720,1064703,29.0,228,12567,0,12795,11297544,45523691,0,56821235,mpeg4,5000000,29.97,640,480,219480,5.8
1D3O-16kzhQ,274.541,vp8,480,360,139791,30.029197999999997,58,8170,0,8228,802625,3994697,0,4797322,h264,539000,15.0,480,360,216820,6.604
236x-T7D-8g,581.2330000000001,h264,480,360,295979,30.0,310,17128,0,17438,10151572,11352574,0,21504146,vp8,109000,25.0,480,360,218932,5.4479999999999995
4b7b-FY4JPI,203.19799999999998,flv,320,240,239336,29.0,104,5974,0,6078,853613,5225468,0,6079081,vp8,3000000,15.0,480,360,221160,5.784
4b7b-FY4JPI,203.19799999999998,flv,320,240,239336,29.0,104,5974,0,6078,853613,5225468,0,6079081,h264,5000000,29.97,176,144,221160,5.343999999999999
2Y-k-006Zbs,67.583336,mpeg4,176,144,51225,12.0,15,777,0,792,47585,385164,0,432749,flv,56000,15.0,320,240,219480,0.37200000000000005
2Y-k-006Zbs,67.583336,mpeg4,176,144,51225,12.0,15,777,0,792,47585,385164,0,432749,h264,539000,24.0,1280,720,309312,27.326
2ApZ-KZ-pEk,157.891,h264,480,360,406908,29.0,87,4646,0,4733,1776729,6254165,0,8030894,mpeg4,242000,12.0,320,240,219464,2.12
2zeL-QQa8Sk,77.233,h264,480,360,382461,30.0,53,2265,0,2318,182297,3510033,0,3692330,mpeg4,109000,29.97,1280,720,219480,11.917
3_fF9rtYCQ0,256.20833999999996,mpeg4,176,144,57565,12.0,56,3018,0,3074,302900,1540700,0,1843600,h264,820000,15.0,176,144,219480,1.34
0OUmDeBapbQ,316.95166,mpeg4,176,144,55396,12.0,64,3739,0,3803,111850,2082902,0,2194752,mpeg4,539000,25.0,176,144,165700,0.8759999999999999
2HTJjLLaFL0,379.32,h264,480,360,181960,25.0,195,9289,0,9484,3392479,5235193,0,8627672,flv,109000,29.97,320,240,219480,0.88
3YNh-PI2q64,395.44,vp8,1280,720,1611942,25.027847,80,9806,0,9886,5073258,74605061,0,79678319,mpeg4,109000,29.97,1920,1080,221160,14.885
3ojsQWU7XWE,86.486,h264,640,480,356037,29.0,46,2547,0,2593,819680,3029350,0,3849030,flv,109000,25.0,480,360,219656,1.508
2TXm-QHXCzU,270.655,vp8,640,480,652967,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,h264,820000,29.97,320,240,219480,10.225
BAHu-Pna9tE,240.483,vp8,480,360,511602,30.054167,62,7151,0,7213,1493424,13885553,0,15378977,flv,3000000,29.97,320,240,34540,1.544
2tzy-vqeeLY,106.765,h264,1280,720,849586,25.0,66,2603,0,2669,4427240,6911026,0,11338266,h264,539000,29.97,640,480,219480,14.445
2zeL-QQa8Sk,77.233,h264,480,360,382461,30.0,53,2265,0,2318,182297,3510033,0,3692330,vp8,820000,15.0,176,144,219480,2.092
1Nc0-MKuExg,107.443,vp8,480,360,320011,30.093458000000002,30,3190,0,3220,671936,3625932,0,4297868,h264,539000,24.0,1920,1080,664576,64.77600000000001
04t6-jw9czg,130.35667,mpeg4,176,144,54590,12.0,27,1537,0,1564,64483,825054,0,889537,h264,56000,24.0,320,240,62740,2.7439999999999998
0OUmDeBapbQ,316.95166,mpeg4,176,144,55396,12.0,64,3739,0,3803,111850,2082902,0,2194752,h264,539000,25.0,176,144,165700,2.044
25TI-jx-cag,176.90099999999998,vp8,480,360,26968,25.113636,38,4382,0,4420,393395,202954,0,596349,flv,56000,24.0,640,480,218932,1.02
1lkF-VNDcss,458.625,h264,640,480,517364,29.0,245,13501,0,13746,5308581,24350943,0,29659524,mpeg4,242000,15.0,1920,1080,216820,7.796
1RGh-RmYxHY,217.518,h264,480,360,83054,29.0,112,6408,0,6520,406683,1851539,0,2258222,h264,5000000,12.0,1920,1080,653352,44.731
1oz8-nezz50,225.08,h264,480,360,538452,25.0,113,5515,0,5628,1873408,13275961,0,15149369,mpeg4,242000,24.0,1280,720,216820,8.181000000000001
2kFF-0kB_4w,339.667,h264,640,480,257699,30.0,181,10010,0,10191,10121223,820261,0,10941484,flv,3000000,25.0,1280,720,219480,3.3160000000000003
3ODf-KYiOZw,63.667,h264,640,480,972572,15.0,33,923,0,956,1259657,6480438,0,7740095,vp8,539000,15.0,320,240,219656,5.06
4keb-__zqyQ,452.689,vp8,320,240,66680,5.705752400000001,42,2537,0,2579,207037,3566163,0,3773200,mpeg4,820000,24.0,1920,1080,247884,12.925
3xUU-YRicZA,131.76,vp8,640,480,104723,25.145039,37,3257,0,3294,945865,778937,0,1724802,h264,3000000,12.0,320,240,221152,2.096
0XTW-dqdT4w,216.55,h264,320,240,291150,29.0,112,6379,0,6491,1789334,6091735,0,7881069,flv,539000,12.0,176,144,206048,0.6759999999999999
vlMw-if6iV4,70.087,vp8,640,480,28083,29.971428000000003,14,2084,0,2098,139500,106537,0,246037,mpeg4,56000,29.97,480,360,78980,4.0
2u-5-Io725E,426.945,h264,1280,720,1064703,29.0,228,12567,0,12795,11297544,45523691,0,56821235,vp8,242000,15.0,640,480,219480,8.181000000000001
2ApZ-KZ-pEk,157.891,h264,480,360,406908,29.0,87,4646,0,4733,1776729,6254165,0,8030894,vp8,539000,12.0,1280,720,219464,11.880999999999998
0I0e-5-iR3A,906.5983,mpeg4,176,144,56108,12.0,187,10692,0,10879,597549,5760936,0,6358485,flv,820000,24.0,176,144,165668,0.3
0Au5-4UDHco,52.68,h264,480,360,372001,25.0,53,1265,0,1318,870136,1579497,0,2449633,mpeg4,3000000,12.0,320,240,140080,2.06
2NO0-ve7CKM,1140.349,vp8,1280,720,2394626,30.007016999999998,328,33880,0,34208,20478926,320859863,0,341338789,mpeg4,539000,29.97,320,240,219480,4.8
2AfTeWTxhIg,645.84,vp8,320,240,95903,25.032557999999998,138,16008,0,16146,1081321,6660941,0,7742262,vp8,539000,29.97,640,480,219196,9.429
3_fF9rtYCQ0,256.20833999999996,mpeg4,176,144,57565,12.0,56,3018,0,3074,302900,1540700,0,1843600,mpeg4,820000,29.97,1280,720,219480,6.684
1tos-YhVzA4,222.53333999999998,h264,480,360,500449,30.0,219,6457,0,6676,2821722,11099102,0,13920824,mpeg4,539000,29.97,480,360,217336,2.9360000000000004
3Xyf-6FdtDA,49.178333,mpeg4,176,144,54338,7.0,10,334,0,344,33046,300986,0,334032,flv,5000000,12.0,320,240,221160,0.324
2NO0-ve7CKM,1140.349,vp8,1280,720,2394626,30.007016999999998,328,33880,0,34208,20478926,320859863,0,341338789,flv,109000,29.97,320,240,219480,3.948
2zeL-QQa8Sk,77.233,h264,480,360,382461,30.0,53,2265,0,2318,182297,3510033,0,3692330,vp8,109000,15.0,640,480,219480,5.367999999999999
3fmy-4uvR9U,143.03333999999998,mpeg4,176,144,51082,12.0,31,1685,0,1716,56405,856907,0,913312,mpeg4,109000,25.0,1280,720,219480,6.0120000000000005
0a6_--ZJXTE,290.01666,mpeg4,176,144,52783,12.0,61,3417,0,3478,119325,1794184,0,1913509,vp8,3000000,29.97,176,144,134584,1.228
0OUmDeBapbQ,316.95166,mpeg4,176,144,55396,12.0,64,3739,0,3803,111850,2082902,0,2194752,h264,820000,12.0,640,480,165700,12.337
4NcD-WQyXCQ,860.056,vp8,1280,720,2688309,29.968605,277,25496,0,25773,12989828,276022270,0,289012098,mpeg4,5000000,29.97,480,360,260792,6.196000000000001
3U8m-ETsTS4,282.56,h264,640,480,559834,25.0,145,6920,0,7065,4966509,14806840,0,19773349,h264,5000000,12.0,320,240,221152,3.528
1KXW-XA6QkQ,255.28,flv,320,240,250276,25.0,110,6272,0,6382,611474,7374864,0,7986338,flv,56000,24.0,640,480,216820,1.02
3Wdg-dsGihA,340.42400000000004,flv,320,240,244491,11.0,69,4012,0,4081,1168939,9234909,0,10403848,h264,820000,24.0,320,240,221152,4.848
2tzy-vqeeLY,106.765,h264,1280,720,849586,25.0,66,2603,0,2669,4427240,6911026,0,11338266,flv,56000,24.0,320,240,219480,2.5839999999999996
3fpg-LlHcks,273.816,vp8,1920,1080,1571003,25.065932999999998,77,6766,0,6843,6190779,47579961,0,53770740,mpeg4,5000000,15.0,1280,720,219656,8.673
0Au5-4UDHco,52.68,h264,480,360,372001,25.0,53,1265,0,1318,870136,1579497,0,2449633,mpeg4,56000,24.0,176,144,139940,2.912
0Yxo-eU6AjI,326.58299999999997,vp8,640,480,1055982,25.039877,102,8061,0,8163,1868804,41239444,0,43108248,vp8,820000,15.0,1280,720,212880,14.405
1Y-Y-RHCxRQ,189.956,flv,320,240,231296,29.0,97,5597,0,5694,580292,4911734,0,5492026,h264,3000000,24.0,176,144,218664,3.0039999999999996
2u-5-Io725E,426.945,h264,1280,720,1064703,29.0,228,12567,0,12795,11297544,45523691,0,56821235,h264,242000,25.0,1920,1080,673872,42.915
2Y-k-006Zbs,67.583336,mpeg4,176,144,51225,12.0,15,777,0,792,47585,385164,0,432749,vp8,539000,29.97,176,144,219480,0.8440000000000001
1KXW-XA6QkQ,255.28,flv,320,240,250276,25.0,110,6272,0,6382,611474,7374864,0,7986338,vp8,3000000,25.0,480,360,216820,7.308
3Xyf-6FdtDA,49.178333,mpeg4,176,144,54338,7.0,10,334,0,344,33046,300986,0,334032,vp8,539000,29.97,1280,720,221160,5.224
1oz8-nezz50,225.08,h264,480,360,538452,25.0,113,5515,0,5628,1873408,13275961,0,15149369,vp8,3000000,25.0,640,480,216820,8.209
1a5f-GbYEaM,157.80167,h264,1280,720,2885589,25.0,72,3873,0,3945,5611970,51306874,0,56918844,h264,820000,25.0,1280,720,345008,37.442
3HVJ-p8L33A,163.89700000000002,flv,320,240,267032,29.0,87,4826,0,4913,824159,4646573,0,5470732,h264,820000,29.97,1920,1080,628748,72.35300000000001
1lkF-VNDcss,458.625,h264,640,480,517364,29.0,245,13501,0,13746,5308581,24350943,0,29659524,h264,109000,29.97,176,144,216820,2.456
2HTJjLLaFL0,379.32,h264,480,360,181960,25.0,195,9289,0,9484,3392479,5235193,0,8627672,flv,539000,25.0,480,360,219480,0.956
2AfTeWTxhIg,645.84,vp8,320,240,95903,25.032557999999998,138,16008,0,16146,1081321,6660941,0,7742262,h264,109000,24.0,176,144,219200,2.24
1WrA-SRsgEk,384.45099999999996,h264,640,480,646432,29.0,205,11318,0,11523,2839955,28225248,0,31065203,vp8,242000,25.0,640,480,217568,9.185
4keb-__zqyQ,452.689,vp8,320,240,66680,5.705752400000001,42,2537,0,2579,207037,3566163,0,3773200,flv,56000,12.0,640,480,248092,0.9
0ckO-lUydcc,177.33333000000002,mpeg4,176,144,53707,12.0,37,2091,0,2128,100969,1089548,0,1190517,vp8,56000,24.0,1920,1080,163024,14.965
0XTW-dqdT4w,216.55,h264,320,240,291150,29.0,112,6379,0,6491,1789334,6091735,0,7881069,vp8,3000000,29.97,480,360,199368,5.436
0QZJN4yTbbU,34.168,vp8,480,360,186895,30.029411,16,1005,0,1021,238485,559745,0,798230,mpeg4,242000,24.0,320,240,165700,2.5
2Y-k-006Zbs,67.583336,mpeg4,176,144,51225,12.0,15,777,0,792,47585,385164,0,432749,vp8,5000000,15.0,480,360,219480,2.9560000000000004
4b7b-FY4JPI,203.19799999999998,flv,320,240,239336,29.0,104,5974,0,6078,853613,5225468,0,6079081,h264,539000,29.97,176,144,221160,3.992
3_fF9rtYCQ0,256.20833999999996,mpeg4,176,144,57565,12.0,56,3018,0,3074,302900,1540700,0,1843600,flv,56000,12.0,176,144,219480,0.312
3BVV-0I-JlM,33.09,h264,320,240,279173,13.0,22,434,0,456,101794,1052937,0,1154731,flv,56000,24.0,480,360,219480,0.7959999999999999
1RGh-RmYxHY,217.518,h264,480,360,83054,29.0,112,6408,0,6520,406683,1851539,0,2258222,vp8,109000,29.97,320,240,217080,2.568
236x-T7D-8g,581.2330000000001,h264,480,360,295979,30.0,310,17128,0,17438,10151572,11352574,0,21504146,vp8,109000,24.0,640,480,218932,7.396
2Y-k-006Zbs,67.583336,mpeg4,176,144,51225,12.0,15,777,0,792,47585,385164,0,432749,flv,3000000,12.0,176,144,219480,0.292
2kFF-0kB_4w,339.667,h264,640,480,257699,30.0,181,10010,0,10191,10121223,820261,0,10941484,mpeg4,3000000,15.0,176,144,219480,1.656
3ojsQWU7XWE,86.486,h264,640,480,356037,29.0,46,2547,0,2593,819680,3029350,0,3849030,flv,539000,15.0,1280,720,219656,2.468
1hEL-mcI-tM,304.927,vp8,320,240,134334,25.075658999999998,82,7541,0,7623,833754,4286526,0,5120280,flv,109000,29.97,176,144,216820,0.616
3ojsQWU7XWE,86.486,h264,640,480,356037,29.0,46,2547,0,2593,819680,3029350,0,3849030,flv,539000,25.0,1280,720,219656,3.068
3DRy-Stwt9c,385.05199999999996,vp8,1280,720,441862,23.979221,77,9155,0,9232,16244376,5023129,0,21267505,mpeg4,242000,24.0,640,480,219480,4.004
09oUj9EDIDo,239.14166,h264,480,360,500198,25.0,110,5868,0,5978,1406751,13545526,0,14952277,vp8,820000,15.0,1920,1080,103036,28.646
0Axi-TRoqVA,59.883,vp8,1280,720,994960,30.38983,13,1780,0,1793,481774,6965881,0,7447655,vp8,56000,12.0,176,144,155028,3.4960000000000004
1G6F-Huj2hY,110.966995,h264,480,360,397112,30.0,59,3271,0,3330,529627,4978664,0,5508291,h264,5000000,24.0,480,360,216820,23.925
0I0e-5-iR3A,906.5983,mpeg4,176,144,56108,12.0,187,10692,0,10879,597549,5760936,0,6358485,mpeg4,820000,15.0,640,480,165668,2.068
1KXW-XA6QkQ,255.28,flv,320,240,250276,25.0,110,6272,0,6382,611474,7374864,0,7986338,flv,109000,24.0,176,144,216820,0.428
236x-T7D-8g,581.2330000000001,h264,480,360,295979,30.0,310,17128,0,17438,10151572,11352574,0,21504146,vp8,56000,29.97,480,360,218932,6.096
3ojsQWU7XWE,86.486,h264,640,480,356037,29.0,46,2547,0,2593,819680,3029350,0,3849030,h264,820000,12.0,640,480,219656,6.684
3mWp-QQn-1M,167.39166,h264,1280,720,2207484,24.0,86,3931,0,4017,4369420,41819887,0,46189307,flv,820000,29.97,176,144,219656,3.6719999999999997
1RGh-RmYxHY,217.518,h264,480,360,83054,29.0,112,6408,0,6520,406683,1851539,0,2258222,flv,109000,25.0,1280,720,217080,2.512
1hEL-mcI-tM,304.927,vp8,320,240,134334,25.075658999999998,82,7541,0,7623,833754,4286526,0,5120280,mpeg4,539000,24.0,640,480,216820,4.303999999999999
3AYz-PCa1aI,391.08,h264,640,480,230847,25.0,209,9569,0,9778,9023743,2261252,0,11284995,h264,820000,25.0,1920,1080,651264,41.415
1Vq6-f1kYeM,127.22166399999999,h264,1920,1080,3080852,23.0,70,2980,0,3050,3818903,45174992,0,48993895,h264,5000000,24.0,480,360,217544,33.762
2AfTeWTxhIg,645.84,vp8,320,240,95903,25.032557999999998,138,16008,0,16146,1081321,6660941,0,7742262,flv,539000,12.0,640,480,219200,1.06
0ICm-Cu4_aE,476.957,vp8,1280,720,1387100,30.05252,105,14200,0,14305,3487520,79210885,0,82698405,flv,109000,15.0,640,480,165700,3.148
4BJV-yiTcus,254.922,vp8,480,360,260667,30.062991999999998,51,7585,0,7636,918325,7387906,0,8306231,h264,109000,15.0,1920,1080,649896,24.878
4Fob-eSnrb8,1768.9417,mpeg4,176,144,56152,12.0,354,20873,0,21227,1382103,11034284,0,12416387,vp8,5000000,24.0,640,480,226368,8.321
2zeL-QQa8Sk,77.233,h264,480,360,382461,30.0,53,2265,0,2318,182297,3510033,0,3692330,flv,820000,24.0,1920,1080,219480,5.732
0I0e-5-iR3A,906.5983,mpeg4,176,144,56108,12.0,187,10692,0,10879,597549,5760936,0,6358485,mpeg4,242000,25.0,176,144,165668,0.892
3fmy-4uvR9U,143.03333999999998,mpeg4,176,144,51082,12.0,31,1685,0,1716,56405,856907,0,913312,h264,242000,29.97,640,480,219480,11.905
3xGu-rfcH3s,368.32,vp8,640,480,29096,25.021739999999998,74,9134,0,9208,869558,470067,0,1339625,mpeg4,3000000,24.0,480,360,221152,3.264
4Fob-eSnrb8,1768.9417,mpeg4,176,144,56152,12.0,354,20873,0,21227,1382103,11034284,0,12416387,mpeg4,109000,29.97,320,240,221160,1.4880000000000002
3xUU-YRicZA,131.76,vp8,640,480,104723,25.145039,37,3257,0,3294,945865,778937,0,1724802,vp8,109000,29.97,480,360,221152,3.812
1ZzJ-T2FJAw,250.017,h264,320,240,153059,29.0,128,7366,0,7494,856855,3926589,0,4783444,mpeg4,3000000,15.0,1280,720,218664,5.803999999999999
_2al-ZI1Wss,74.535,mpeg4,176,144,55305,12.0,15,879,0,894,23996,491276,0,515272,flv,56000,12.0,640,480,219464,0.604
3SQY-ZB8hmI,473.0,h264,320,240,164017,25.0,198,10924,704,11826,1419320,8047423,0,9697521,h264,242000,25.0,1920,1080,645620,45.995
2Y-k-006Zbs,67.583336,mpeg4,176,144,51225,12.0,15,777,0,792,47585,385164,0,432749,h264,56000,15.0,320,240,219480,1.936
0OUmDeBapbQ,316.95166,mpeg4,176,144,55396,12.0,64,3739,0,3803,111850,2082902,0,2194752,vp8,539000,25.0,1280,720,165700,12.040999999999999
3YNh-PI2q64,395.44,vp8,1280,720,1611942,25.027847,80,9806,0,9886,5073258,74605061,0,79678319,mpeg4,820000,29.97,320,240,221160,3.468
0a6_--ZJXTE,290.01666,mpeg4,176,144,52783,12.0,61,3417,0,3478,119325,1794184,0,1913509,mpeg4,56000,24.0,176,144,123888,0.792
28BV-NZV3C8,326.58832,h264,1920,1080,5999648,23.0,174,7656,0,7830,16603953,228322925,0,244926878,h264,539000,25.0,1280,720,391704,48.703
3N6c-uPdNas,69.933,flv,320,240,272898,15.0,37,1013,0,1050,349781,2035796,0,2385577,mpeg4,3000000,25.0,480,360,219656,3.38
0I0e-5-iR3A,906.5983,mpeg4,176,144,56108,12.0,187,10692,0,10879,597549,5760936,0,6358485,h264,5000000,24.0,480,360,165668,10.953
3dI-kJGuWbY,292.092,h264,480,360,480125,29.0,156,8599,0,8755,2375028,15155062,0,17530090,vp8,5000000,25.0,1920,1080,219480,65.64399999999999
2TXm-QHXCzU,270.655,vp8,640,480,652967,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,vp8,242000,25.0,176,144,219480,3.52
1Nc0-MKuExg,107.443,vp8,480,360,320011,30.093458000000002,30,3190,0,3220,671936,3625932,0,4297868,h264,3000000,25.0,176,144,216820,4.256
46oD-rS6PC8,95.462,h264,640,480,809256,29.0,51,2811,0,2862,886496,8770159,0,9656655,flv,56000,15.0,176,144,221160,1.556
0ckO-lUydcc,177.33333000000002,mpeg4,176,144,53707,12.0,37,2091,0,2128,100969,1089548,0,1190517,vp8,56000,29.97,1920,1080,163024,14.440999999999999
28BV-NZV3C8,326.58832,h264,1920,1080,5999648,23.0,174,7656,0,7830,16603953,228322925,0,244926878,flv,820000,15.0,1280,720,218932,8.972999999999999
2ApZ-KZ-pEk,157.891,h264,480,360,406908,29.0,87,4646,0,4733,1776729,6254165,0,8030894,vp8,5000000,25.0,320,240,219464,3.292
0OUmDeBapbQ,316.95166,mpeg4,176,144,55396,12.0,64,3739,0,3803,111850,2082902,0,2194752,vp8,539000,15.0,640,480,165700,6.0520000000000005
2NuI-Bp5brA,80.536,h264,480,360,690041,29.0,43,2374,0,2417,618732,6327913,0,6946645,mpeg4,5000000,15.0,640,480,219480,5.832000000000001
1YDt-FkeZ4E,98.683334,mpeg4,176,144,55552,12.0,20,1164,0,1184,48267,636993,0,685260,mpeg4,56000,15.0,480,360,217852,1.288
28BV-NZV3C8,326.58832,h264,1920,1080,5999648,23.0,174,7656,0,7830,16603953,228322925,0,244926878,vp8,56000,15.0,1280,720,218932,22.497
42hr-6A1jYc,311.1,mpeg4,176,144,56416,12.0,113,3620,0,3733,127552,2066350,0,2193902,mpeg4,5000000,12.0,1280,720,221160,3.0639999999999996
28BV-NZV3C8,326.58832,h264,1920,1080,5999648,23.0,174,7656,0,7830,16603953,228322925,0,244926878,h264,3000000,12.0,1280,720,396080,60.6
a46-kKt7pN4,430.96167,mpeg4,176,144,56711,12.0,90,5081,0,5171,457678,2597359,0,3055037,h264,3000000,12.0,640,480,135440,11.125
1L6x-TgAldY,286.995,h264,480,360,508160,23.0,156,6726,0,6882,2285153,15944803,0,18229956,vp8,242000,24.0,480,360,216820,6.812
3xGu-rfcH3s,368.32,vp8,640,480,29096,25.021739999999998,74,9134,0,9208,869558,470067,0,1339625,mpeg4,820000,29.97,640,480,221152,3.8560000000000003
3U8m-ETsTS4,282.56,h264,640,480,559834,25.0,145,6920,0,7065,4966509,14806840,0,19773349,vp8,539000,24.0,640,480,221152,6.972
22uE-OUUBH8,43.827,flv,320,240,272273,25.0,23,1081,0,1104,137210,1354404,0,1491614,vp8,820000,25.0,480,360,218932,7.867999999999999
4b7b-FY4JPI,203.19799999999998,flv,320,240,239336,29.0,104,5974,0,6078,853613,5225468,0,6079081,flv,3000000,15.0,176,144,221160,0.47200000000000003
3ojsQWU7XWE,86.486,h264,640,480,356037,29.0,46,2547,0,2593,819680,3029350,0,3849030,h264,242000,12.0,640,480,219656,5.707999999999999
3Wdg-dsGihA,340.42400000000004,flv,320,240,244491,11.0,69,4012,0,4081,1168939,9234909,0,10403848,h264,3000000,15.0,320,240,221152,5.24
236x-T7D-8g,581.2330000000001,h264,480,360,295979,30.0,310,17128,0,17438,10151572,11352574,0,21504146,mpeg4,109000,24.0,640,480,218932,4.9719999999999995
bpqT-ocbUqU,528.36,vp8,1280,720,1013933,25.017046,107,13102,0,13209,9287155,57678096,0,66965251,h264,242000,15.0,480,360,112504,8.861
1a5f-GbYEaM,157.80167,h264,1280,720,2885589,25.0,72,3873,0,3945,5611970,51306874,0,56918844,h264,3000000,29.97,176,144,216064,7.244
1oz8-nezz50,225.08,h264,480,360,538452,25.0,113,5515,0,5628,1873408,13275961,0,15149369,flv,820000,25.0,176,144,216820,0.9520000000000001
3ojsQWU7XWE,86.486,h264,640,480,356037,29.0,46,2547,0,2593,819680,3029350,0,3849030,mpeg4,109000,29.97,1280,720,219656,11.040999999999999
1RMD-MxzJn8,64.933,flv,320,240,236793,15.0,39,936,0,975,318954,1603007,0,1921961,mpeg4,109000,15.0,176,144,217080,1.192
3o_2-igmsyo,440.967,h264,320,240,281642,30.0,236,12994,0,13230,2444863,13079542,0,15524405,mpeg4,242000,29.97,480,360,219656,3.608
3dI-kJGuWbY,292.092,h264,480,360,480125,29.0,156,8599,0,8755,2375028,15155062,0,17530090,vp8,109000,25.0,176,144,219480,2.888
3-Wy-Ftbd40,69.93833000000001,mpeg4,176,144,56717,12.0,14,825,0,839,47521,448322,0,495843,h264,56000,24.0,1920,1080,632956,28.71
2NuI-Bp5brA,80.536,h264,480,360,690041,29.0,43,2374,0,2417,618732,6327913,0,6946645,vp8,56000,24.0,480,360,219480,7.86
0ICm-Cu4_aE,476.957,vp8,1280,720,1387100,30.05252,105,14200,0,14305,3487520,79210885,0,82698405,mpeg4,242000,12.0,176,144,165668,2.964
3_fF9rtYCQ0,256.20833999999996,mpeg4,176,144,57565,12.0,56,3018,0,3074,302900,1540700,0,1843600,vp8,242000,12.0,1280,720,219480,7.8839999999999995
4BJV-yiTcus,254.922,vp8,480,360,260667,30.062991999999998,51,7585,0,7636,918325,7387906,0,8306231,vp8,242000,12.0,320,240,221160,2.6439999999999997
08EV-X022WI,204.938,h264,480,360,297373,16.0,111,3169,0,3280,1451634,6166260,0,7617894,flv,5000000,25.0,176,144,90560,0.68
0Au5-4UDHco,52.68,h264,480,360,372001,25.0,53,1265,0,1318,870136,1579497,0,2449633,flv,56000,12.0,640,480,140080,1.376
2kFF-0kB_4w,339.667,h264,640,480,257699,30.0,181,10010,0,10191,10121223,820261,0,10941484,flv,56000,25.0,320,240,219480,1.22
3_fF9rtYCQ0,256.20833999999996,mpeg4,176,144,57565,12.0,56,3018,0,3074,302900,1540700,0,1843600,vp8,56000,24.0,1920,1080,219480,14.800999999999998
4BJV-yiTcus,254.922,vp8,480,360,260667,30.062991999999998,51,7585,0,7636,918325,7387906,0,8306231,flv,5000000,15.0,640,480,221160,1.58
0Au5-4UDHco,52.68,h264,480,360,372001,25.0,53,1265,0,1318,870136,1579497,0,2449633,flv,242000,24.0,640,480,140080,1.64
1hEL-mcI-tM,304.927,vp8,320,240,134334,25.075658999999998,82,7541,0,7623,833754,4286526,0,5120280,flv,539000,25.0,1280,720,216820,2.54
3ODf-KYiOZw,63.667,h264,640,480,972572,15.0,33,923,0,956,1259657,6480438,0,7740095,flv,539000,25.0,1920,1080,219656,4.696000000000001
3HVJ-p8L33A,163.89700000000002,flv,320,240,267032,29.0,87,4826,0,4913,824159,4646573,0,5470732,h264,820000,24.0,480,360,219656,10.773
0QZJN4yTbbU,34.168,vp8,480,360,186895,30.029411,16,1005,0,1021,238485,559745,0,798230,mpeg4,5000000,15.0,320,240,165700,1.7919999999999998
3fpg-LlHcks,273.816,vp8,1920,1080,1571003,25.065932999999998,77,6766,0,6843,6190779,47579961,0,53770740,mpeg4,5000000,25.0,1920,1080,219656,14.232999999999999
4Fob-eSnrb8,1768.9417,mpeg4,176,144,56152,12.0,354,20873,0,21227,1382103,11034284,0,12416387,flv,56000,12.0,320,240,227296,0.384
3-Wy-Ftbd40,69.93833000000001,mpeg4,176,144,56717,12.0,14,825,0,839,47521,448322,0,495843,vp8,5000000,25.0,320,240,221152,1.672
_2al-ZI1Wss,74.535,mpeg4,176,144,55305,12.0,15,879,0,894,23996,491276,0,515272,mpeg4,109000,15.0,320,240,219200,1.032
0OUmDeBapbQ,316.95166,mpeg4,176,144,55396,12.0,64,3739,0,3803,111850,2082902,0,2194752,mpeg4,820000,29.97,1920,1080,165700,14.149000000000001
