A,B,C,D,AVERAGE
101,802,127,344,343.5
802,80,186,890,489.5
11,530,657,440,409.5
159,274,832,172,359.25
992,1,873,598,616
977,173,212,187,387.25
52,99,907,269,331.75
253,819,719,648,609.75
180,755,602,372,477.25
36,457,0,720,303.25
310,46,307,182,211.25
385,110,611,15,280.25
918,38,433,619,502
241,783,503,138,416.25
11,930,14,648,400.75
239,907,80,674,475
952,662,750,987,837.75
463,477,321,236,374.25
634,781,443,450,577
654,259,985,166,516
828,393,406,104,432.75
840,798,455,457,637.5
798,49,119,872,459.5
801,587,403,938,682.25
42,12,876,437,341.75
73,31,852,975,482.75
201,797,237,256,372.75
910,643,524,95,543
214,172,733,907,506.5
907,76,959,153,523.75
544,147,410,148,312.25
838,475,195,346,463.5
217,732,298,613,465
943,224,276,1,361
491,572,175,881,529.75
243,49,285,45,155.5
841,354,866,140,550.25
774,829,717,46,591.5
639,967,186,589,595.25
665,128,634,309,434
188,116,518,149,242.75
399,919,465,496,569.75
874,253,451,966,636
516,624,287,760,546.75
334,762,819,751,666.5
460,79,580,205,331
63,487,665,816,507.75
676,20,522,761,494.75
379,437,817,137,442.5
305,521,876,260,490.5
953,556,47,314,467.5
592,505,229,121,361.75
441,57,354,734,396.5
44,46,673,944,426.75
143,940,63,870,504
908,296,629,320,538.25
403,922,92,652,517.25
296,507,465,25,323.25
734,766,842,207,637.25
798,736,819,557,727.5
934,579,593,678,696
89,909,387,320,426.25
456,865,513,28,465.5
559,919,718,813,752.25
810,966,362,382,630
825,157,393,158,383.25
537,381,23,901,460.5
588,300,532,614,508.5
477,338,951,461,556.75
926,530,544,668,667
895,703,553,169,580
879,322,703,193,524.25
153,222,443,55,218.25
774,51,841,859,631.25
690,837,50,949,631.5
769,200,867,245,520.25
417,365,879,31,423
425,262,295,72,263.5
425,139,41,146,187.75
131,816,556,502,501.25
705,760,686,41,548
194,112,334,358,249.5
459,215,904,548,531.5
404,841,476,94,453.75
266,834,859,277,559
55,444,696,173,342
128,232,661,176,299.25
685,147,581,354,441.75
766,592,539,166,515.75
424,984,705,942,763.75
484,602,199,613,474.5
862,156,143,280,360.25
107,200,685,137,282.25
26,46,95,337,126
80,716,450,738,496
437,511,701,874,630.75
19,823,907,270,504.75
331,168,245,621,341.25
822,6,868,135,457.75
543,929,210,852,633.5
108,104,753,23,247
83,778,921,400,545.5
864,969,400,837,767.5
282,814,526,361,495.75
606,105,768,275,438.5
415,83,545,519,390.5
656,353,84,815,477
459,890,166,439,488.5
948,566,175,916,651.25
593,191,816,413,503.25
829,818,245,641,633.25
826,375,434,376,502.75
43,742,403,537,431.25
935,523,610,34,525.5
729,702,413,210,513.5
909,117,37,37,275
579,227,98,740,411
997,320,126,650,523.25
102,675,80,613,367.5
244,306,186,345,270.25
397,436,487,516,459
267,793,876,682,654.5
658,630,769,15,518
399,731,901,697,682
917,715,259,638,632.25
781,529,825,320,613.75
629,511,88,999,556.75
297,676,571,635,544.75
328,906,308,874,604
499,736,206,646,521.75
358,910,253,970,622.75
390,143,787,958,569.5
179,581,388,856,501
494,64,98,897,388.25
511,10,341,952,453.5
845,564,570,701,670
493,134,663,893,545.75
663,219,615,181,419.5
236,97,715,685,433.25
119,948,647,645,589.75
685,792,402,779,664.5
24,697,117,114,238
563,731,966,104,591
372,431,808,69,420
905,55,654,283,474.25
599,990,408,10,501.75
732,14,935,452,533.25
698,578,2,594,468
256,836,806,516,603.5
383,751,768,37,484.75
842,69,611,592,528.5
984,952,377,816,782.25
572,64,144,53,208.25
99,225,625,864,453.25
427,826,567,399,554.75
531,318,829,478,539
859,78,543,838,579.5
621,689,609,482,600.25
881,762,790,261,673.5
913,271,426,343,488.25
238,997,205,780,555
443,9,746,748,486.5
128,728,231,863,487.5
951,733,553,612,712.25
28,172,81,487,192
683,607,523,294,526.75
38,249,568,910,441.25
134,251,777,267,357.25
858,984,179,263,571
922,280,90,61,338.25
809,754,312,746,655.25
668,655,213,316,463
554,101,49,411,278.75
895,506,735,549,671.25
122,800,209,872,500.75
816,722,635,226,599.75
630,168,118,172,272
9,600,783,146,384.5
61,33,61,956,277.75
912,835,285,240,568
309,88,747,277,355.25
523,913,39,13,372
122,613,625,458,454.5
444,445,575,886,587.5
678,37,352,490,389.25
3,787,245,384,354.75
810,78,652,405,486.25
165,939,544,185,458.25
323,831,531,453,534.5
224,133,762,348,366.75
770,260,436,400,466.5
360,842,580,336,529.5
76,514,750,252,398
189,772,145,347,363.25
695,825,939,530,747.25
954,748,732,256,672.5
166,277,636,824,475.75
879,262,953,693,696.75
947,608,624,137,579
301,580,280,244,351.25
303,917,786,76,520.5
812,104,185,491,398
295,445,212,505,364.25
79,591,763,430,465.75
746,840,378,825,697.25
279,738,828,609,613.5
484,442,607,316,462.25
966,369,173,444,488
435,116,992,284,456.75
602,988,446,38,518.5
842,39,761,513,538.75
545,433,976,569,630.75
965,999,52,584,650
801,954,904,252,727.75
558,312,991,445,576.5
326,383,612,401,430.5
464,125,311,500,350
322,933,946,966,791.75
789,510,881,594,693.5
37,784,666,827,578.5
566,986,742,99,598.25
972,408,686,9,518.75
743,294,874,525,609
687,960,155,323,531.25
361,440,314,245,340
412,787,815,63,519.25
9,84,394,157,161
114,344,873,391,430.5
370,662,859,311,550.5
728,403,679,455,566.25
289,799,12,290,347.5
170,259,386,564,344.75
332,894,331,493,512.5
632,187,957,357,533.25
444,4,628,899,493.75
642,429,718,663,613
947,225,286,473,482.75
19,799,232,412,365.5
725,404,165,845,534.75
8,982,423,722,533.75
274,162,499,364,324.75
507,435,349,172,365.75
810,544,673,372,599.75
265,816,947,967,748.75
790,783,312,579,616
753,988,592,197,632.5
159,541,875,587,540.5
450,59,688,302,374.75
991,518,775,477,690.25
287,972,620,73,488
537,897,325,567,581.5
583,183,469,16,312.75
74,194,869,60,299.25
782,210,703,63,439.5
951,698,684,398,682.75
59,159,193,828,309.75
951,29,130,456,391.5
29,700,122,166,254.25
930,515,941,879,816.25
464,963,627,193,561.75
2,83,591,693,342.25
343,951,838,230,590.5
499,806,704,598,651.75
858,328,392,144,430.5
642,121,290,329,345.5
97,518,854,584,513.25
797,852,621,736,751.5
650,479,689,291,527.25
426,939,23,616,501
368,899,12,401,420
203,356,7,909,368.75
266,740,165,104,318.75
727,744,485,646,650.5
985,115,23,143,316.5
299,662,999,901,715.25
436,899,615,199,537.25
902,709,490,788,722.25
296,156,414,564,357.5
388,105,585,589,416.75
304,531,18,449,325.5
673,357,612,516,539.5
872,237,146,14,317.25
68,244,762,30,276
700,600,575,787,665.5
83,241,62,101,121.75
384,389,982,587,585.5
706,780,351,554,597.75
190,963,711,386,562.5
975,571,90,320,489
188,541,725,582,509
627,808,734,370,634.75
464,12,291,146,228.25
936,937,747,765,846.25
523,714,784,205,556.5
670,398,185,488,435.25
453,912,178,564,526.75
820,170,592,947,632.25
644,490,839,849,705.5
387,446,26,865,431
274,888,354,687,550.75
812,771,755,710,762
79,724,194,194,297.75
633,696,969,217,628.75
644,755,689,776,716
615,799,590,285,572.25
144,33,344,874,348.75
882,619,262,747,627.5
306,848,837,898,722.25
529,996,700,847,768
559,706,541,646,613
183,162,660,968,493.25
474,273,321,292,340
942,364,784,299,597.25
838,510,880,642,717.5
850,419,984,8,565.25
676,830,430,555,622.75
18,631,121,867,409.25
862,165,881,929,709.25
97,319,289,769,368.5
304,752,427,705,547
827,19,54,103,250.75
920,657,202,957,684
846,540,257,318,490.25
929,370,215,171,421.25
277,637,614,744,568
824,988,232,311,588.75
764,368,302,650,521
333,358,548,421,415
273,824,835,331,565.75
924,911,930,818,895.75
962,420,107,759,562
428,857,967,526,694.5
574,86,53,304,254.25
948,845,285,758,709
459,154,420,542,393.75
10,125,461,881,369.25
215,905,566,443,532.25
926,429,867,792,753.5
186,681,625,751,560.75
732,825,880,225,665.5
669,368,666,492,548.75
853,181,920,429,595.75
706,316,651,47,430
158,490,250,615,378.25
536,341,957,67,475.25
370,885,593,59,476.75
98,387,37,195,179.25
44,397,903,495,459.75
348,530,801,216,473.75
219,894,649,507,567.25
554,441,783,777,638.75
180,153,971,730,508.5
123,696,210,564,398.25
826,73,321,583,450.75
145,546,520,177,347
930,538,1,113,395.5
568,579,271,631,512.25
384,413,64,537,349.5
898,327,409,859,623.25
776,224,780,365,536.25
987,442,262,738,607.25
292,148,954,657,512.75
353,814,372,59,399.5
685,224,22,786,429.25
672,210,163,992,509.25
161,828,849,608,611.5
164,609,76,240,272.25
103,351,644,476,393.5
224,72,541,773,402.5
26,168,129,620,235.75
211,74,59,13,89.25
108,277,862,511,439.5
555,896,682,679,703
335,980,731,696,685.5
525,435,21,739,430
382,692,847,831,688
943,24,319,298,396
216,993,461,984,663.5
938,920,848,266,743
370,368,344,583,416.25
83,842,82,235,310.5
668,893,337,910,702
748,631,683,829,722.75
443,72,360,656,382.75
99,929,309,279,404
51,217,768,882,479.5
123,413,47,498,270.25
890,237,852,356,583.75
595,132,473,498,424.5
283,597,347,253,370
108,620,303,34,266.25
297,353,93,11,188.5
527,466,887,206,521.5
716,618,608,175,529.25
904,234,182,663,495.75
772,324,219,537,463
374,822,881,937,753.5
309,351,521,190,342.75
921,401,140,422,471
430,533,268,768,499.75
763,511,15,712,500.25
344,372,441,751,477
983,759,354,239,583.75
618,22,562,668,467.5
894,294,36,341,391.25
393,209,932,440,493.5
109,32,386,677,301
137,166,587,368,314.5
265,440,440,891,509
911,859,575,927,818
430,115,182,775,375.5
286,309,437,996,507
257,44,436,142,219.75
491,264,302,150,301.75
552,40,659,31,320.5
219,365,66,822,368
237,629,478,33,344.25
142,138,797,135,303
817,151,726,447,535.25
316,230,926,994,616.5
173,973,490,703,584.75
298,176,449,795,429.5
997,501,680,761,734.75
904,697,980,20,650.25
101,654,354,657,441.5
135,224,123,309,197.75
851,853,695,173,643
41,333,241,856,367.75
476,955,891,235,639.25
245,958,185,609,499.25
472,638,848,729,671.75
767,354,700,825,661.5
572,484,609,882,636.75
894,905,704,597,775
546,180,649,606,495.25
522,954,485,428,597.25
152,664,740,827,595.75
51,239,501,533,331
33,745,44,961,445.75
399,44,107,700,312.5
369,125,40,942,369
569,894,941,985,847.25
243,857,763,658,630.25
537,407,771,263,494.5
425,955,745,253,594.5
160,791,484,910,586.25
346,210,406,419,345.25
912,688,544,113,564.25
860,443,961,208,618
649,670,193,352,466
462,588,743,588,595.25
77,793,382,198,362.5
401,354,217,846,454.5
318,748,156,894,529
524,452,412,648,509
96,861,469,779,551.25
579,213,308,634,433.5
181,335,43,134,173.25
85,701,555,110,362.75
697,0,822,515,508.5
156,250,962,567,483.75
644,747,60,81,383
339,486,83,625,383.25
467,547,441,755,552.5
704,426,686,138,488.5
883,586,608,815,723
749,964,549,404,666.5
88,298,665,657,427
436,194,568,805,500.75
85,202,742,911,485
708,383,297,695,520.75
294,376,3,578,312.75
763,254,702,505,556
660,764,596,958,744.5
764,447,43,90,336
882,487,295,791,613.75
929,592,108,729,589.5
763,693,587,992,758.75
44,571,633,281,382.25
477,212,362,855,476.5
543,89,801,301,433.5
466,75,52,321,228.5
914,694,303,350,565.25
532,40,607,889,517
372,210,257,93,233
993,999,768,609,842.25
293,314,58,525,297.5
702,294,11,23,257.5
325,450,464,15,313.5
244,149,429,455,319.25
785,711,231,799,631.5
202,55,156,446,214.75
811,282,602,721,604
187,509,41,730,366.75
834,452,896,751,733.25
662,406,489,235,448
60,193,93,849,298.75
308,444,783,32,391.75
712,880,857,31,620
45,335,7,14,100.25
551,587,954,124,554
303,534,969,819,656.25
288,79,153,694,303.5
800,121,623,641,546.25
667,16,406,726,453.75
41,221,761,653,419
874,923,321,574,673
763,431,750,504,612
855,345,253,486,484.75
328,574,199,217,329.5
367,401,288,707,440.75
598,360,98,744,450
729,821,6,145,425.25
512,388,999,8,476.75
528,779,390,331,507
215,552,379,959,526.25
657,305,848,699,627.25
212,931,151,449,435.75
469,771,223,443,476.5
885,879,820,241,706.25
618,796,37,63,378.5
385,494,948,663,622.5
219,528,546,402,423.75
877,890,452,423,660.5
239,383,226,551,349.75
178,673,554,564,492.25
728,305,601,243,469.25
697,92,850,910,637.25
229,890,687,735,635.25
756,38,171,194,289.75
554,91,202,231,269.5
434,741,945,252,593
121,50,419,379,242.25
739,750,275,298,515.5
538,609,666,976,697.25
599,320,768,417,526
177,176,323,822,374.5
4,617,86,30,184.25
948,793,245,399,596.25
47,707,765,394,478.25
700,976,524,622,705.5
422,104,55,396,244.25
388,994,519,310,552.75
889,820,674,719,775.5
617,976,839,286,679.5
802,206,598,84,422.5
844,781,955,36,654
395,467,121,310,323.25
544,321,72,73,252.5
324,909,255,607,523.75
325,950,128,61,366
341,983,216,46,396.5
939,617,293,955,701
407,755,199,205,391.5
541,566,203,771,520.25
488,551,522,759,580
861,580,43,848,583
26,196,526,464,303
195,103,712,876,471.5
267,958,95,839,539.75
681,955,306,325,566.75
655,533,873,365,606.5
826,55,948,186,503.75
552,118,476,854,500
527,767,918,551,690.75
256,317,123,345,260.25
448,880,9,397,433.5
767,69,765,80,420.25
340,414,843,116,428.25
729,242,159,5,283.75
963,453,36,467,479.75
18,349,331,567,316.25
822,87,26,513,362
550,41,976,711,569.5
839,643,932,215,657.25
784,359,246,488,469.25
948,463,898,996,826.25
735,946,14,159,463.5
962,249,561,91,465.75
991,455,714,264,606
494,695,570,699,614.5
643,946,429,115,533.25
525,44,928,263,440
126,608,448,976,539.5
916,974,495,35,605
498,68,918,996,620
191,610,551,167,379.75
334,302,881,975,623
242,558,185,619,401
159,527,18,512,304
324,570,449,326,417.25
124,966,188,714,498
253,368,976,455,513
906,109,983,297,573.75
896,389,397,38,430
137,237,383,547,326
430,49,568,490,384.25
142,886,268,42,334.5
343,893,746,385,591.75
990,177,693,959,704.75
657,945,218,945,691.25
472,258,342,245,329.25
32,240,683,941,474
945,346,590,705,646.5
310,963,750,509,633
352,234,996,547,532.25
294,331,933,401,489.75
610,999,909,319,709.25
288,851,535,694,592
769,116,705,960,637.5
650,633,494,384,540.25
698,714,930,383,681.25
525,869,47,295,434
545,817,202,772,584
761,147,325,558,447.75
709,967,421,625,680.5
845,38,748,988,654.75
313,318,362,93,271.5
788,886,998,203,718.75
658,261,394,700,503.25
580,29,279,5,223.25
327,419,651,240,409.25
443,228,123,776,392.5
164,816,6,239,306.25
126,504,41,222,223.25
640,33,107,974,438.5
720,773,181,214,472
97,225,448,738,377
15,875,201,260,337.75
829,189,717,84,454.75
692,37,228,837,448.5
351,878,452,856,634.25
693,196,97,739,431.25
876,498,895,346,653.75
368,19,775,828,497.5
772,870,597,534,693.25
253,574,424,745,499
612,301,893,800,651.5
469,72,827,7,343.75
377,405,721,489,498
387,301,514,522,431
456,316,206,457,358.75
472,228,522,758,495
326,428,426,781,490.25
341,301,105,618,341.25
40,351,35,441,216.75
966,197,558,987,677
972,997,366,439,693.5
872,248,533,547,550
144,797,19,609,392.25
440,338,329,209,329
834,0,896,513,560.75
348,934,17,556,463.75
470,737,303,716,556.5
67,864,497,246,418.5
41,805,873,193,478
517,572,784,256,532.25
459,807,172,383,455.25
939,49,641,697,581.5
346,981,836,998,790.25
410,645,85,750,472.5
359,885,366,911,630.25
51,655,875,642,555.75
383,612,789,224,502
491,572,441,884,597
543,301,878,360,520.5
999,180,230,73,370.5
986,980,404,598,742
760,775,281,826,660.5
207,507,669,612,498.75
808,144,279,957,547
240,176,424,296,284
890,610,235,787,630.5
278,512,81,117,247
888,385,82,284,409.75
2,729,853,478,515.5
843,72,33,176,281
962,554,597,612,681.25
943,830,563,834,792.5
511,198,867,259,458.75
779,764,674,994,802.75
339,892,293,859,595.75
199,87,36,782,276
983,817,504,459,690.75
425,1,815,154,348.75
160,325,458,263,301.5
720,768,697,705,722.5
675,834,145,851,626.25
763,668,799,202,608
153,256,860,642,477.75
428,817,654,216,528.75
337,174,926,659,524
759,702,123,168,438
566,696,459,934,663.75
149,602,1,620,343
571,805,486,1,465.75
223,38,751,449,365.25
974,131,659,581,586.25
380,210,107,450,286.75
804,449,965,35,563.25
492,350,71,89,250.5
895,460,524,548,606.75
687,324,642,65,429.5
745,345,758,356,551
830,854,716,779,794.75
590,333,769,354,511.5
116,80,105,414,178.75
78,88,68,178,103
447,441,455,785,532
556,10,983,471,505
578,598,991,356,630.75
639,737,777,190,585.75
504,666,852,635,664.25
635,357,752,820,641
780,127,516,866,572.25
833,128,729,389,519.75
823,825,520,925,773.25
126,584,50,968,432
293,433,437,752,478.75
742,932,536,191,600.25
295,142,835,486,439.5
894,724,193,487,574.5
80,278,833,321,378
556,890,523,657,656.5
48,781,274,827,482.5
676,455,81,446,414.5
461,283,52,505,325.25
37,313,272,230,213
734,601,559,661,638.75
593,949,347,284,543.25
783,388,374,310,463.75
617,421,360,600,499.5
442,62,385,397,321.5
690,90,55,201,259
645,318,719,178,465
264,230,525,854,468.25
591,339,748,246,481
504,17,506,958,496.25
540,438,910,795,670.75
641,777,479,655,638
68,632,414,384,374.5
139,95,701,698,408.25
594,450,112,906,515.5
725,967,890,910,873
772,734,713,441,665
701,855,995,951,875.5
802,575,477,911,691.25
498,984,127,614,555.75
199,283,521,580,395.75
906,294,927,537,666
225,823,348,654,512.5
43,567,182,343,283.75
488,328,305,437,389.5
969,92,395,163,404.75
126,764,245,968,525.75
896,691,792,946,831.25
542,896,295,599,583
866,293,9,660,457
742,652,50,85,382.25
433,762,791,28,503.5
707,85,77,153,255.5
938,689,745,851,805.75
512,931,842,745,757.5
322,25,636,991,493.5
124,674,828,156,445.5
306,814,637,992,687.25
646,432,262,11,337.75
447,360,272,481,390
778,98,402,807,521.25
851,572,979,625,756.75
596,989,698,698,745.25
451,21,359,602,358.25
920,155,882,420,594.25
119,115,606,96,234
698,189,26,356,317.25
52,840,785,368,511.25
361,486,15,538,350
734,249,340,794,529.25
696,837,510,909,738
103,120,960,647,457.5
41,775,320,889,506.25
561,22,343,49,243.75
450,848,859,706,715.75
784,341,153,192,367.5
615,254,978,21,467
652,190,414,848,526
706,243,989,475,603.25
459,92,949,8,377
983,230,908,580,675.25
538,935,31,569,518.25
679,674,66,179,399.5
556,35,658,731,495
38,977,455,909,594.75
894,319,634,14,465.25
999,882,324,227,608
829,234,143,677,470.75
64,529,43,488,281
637,638,958,392,656.25
42,519,341,75,244.25
500,62,352,604,379.5
527,833,714,859,733.25
926,225,678,262,522.75
252,432,626,13,330.75
856,523,909,652,735
987,494,712,213,601.5
870,113,559,377,479.75
67,518,34,271,222.5
145,499,89,337,267.5
543,965,42,785,583.75
604,119,593,166,370.5
549,149,934,462,523.5
316,442,153,809,430
217,758,540,896,602.75
595,782,777,92,561.5
884,997,511,21,603.25
806,848,107,160,480.25
708,924,65,918,653.75
498,894,643,616,662.75
909,605,197,427,534.5
679,296,516,52,385.75
120,750,60,347,319.25
597,450,775,555,594.25
655,866,725,376,655.5
246,327,19,310,225.5
542,947,106,959,638.5
95,26,337,99,139.25
699,602,340,745,596.5
267,193,405,919,446
103,880,654,178,453.75
445,406,733,88,418
19,509,863,106,374.25
879,505,740,64,547
708,387,901,844,710
592,853,397,790,658
733,892,807,717,787.25
620,287,469,726,525.5
757,36,672,721,546.5
179,450,119,485,308.25
352,942,184,574,513
423,835,214,171,410.75
591,138,905,94,432
499,176,700,634,502.25
181,396,74,391,260.5
30,953,954,339,569
632,729,595,834,697.5
895,813,708,777,798.25
853,502,732,154,560.25
47,11,657,576,322.75
674,881,427,931,728.25
260,619,586,726,547.75
290,313,224,570,349.25
118,868,822,788,649
534,635,340,322,457.75
971,335,31,713,512.5
246,520,606,619,497.75
242,819,924,590,643.75
584,129,644,705,515.5
567,938,815,935,813.75
707,644,720,960,757.75
262,68,608,253,297.75
516,885,575,689,666.25
927,724,254,331,559
765,353,935,844,724.25
112,272,350,523,314.25
551,649,565,683,612
500,648,160,720,507
747,65,152,874,459.5
39,321,205,987,388
293,94,43,924,338.5
954,965,217,583,679.75
86,399,606,160,312.75
474,640,578,277,492.25
782,409,148,429,442
